img_path,label,type
train_data/1.png,3,1
train_data/2.png,7,3
train_data/3.png,9,2
train_data/4.png,9,1
train_data/5.png,10,1
train_data/6.png,8,3
train_data/7.png,2,3
train_data/8.png,6,2
train_data/9.png,10,2
train_data/10.png,4,3
train_data/11.png,8,3
train_data/12.png,2,2
train_data/13.png,5,2
train_data/14.png,9,2
train_data/15.png,0,3
train_data/16.png,4,2
train_data/17.png,3,2
train_data/18.png,9,1
train_data/19.png,4,3
train_data/20.png,5,3
train_data/21.png,7,2
train_data/22.png,6,2
train_data/23.png,3,3
train_data/24.png,5,1
train_data/25.png,10,2
train_data/26.png,4,3
train_data/27.png,1,1
train_data/28.png,3,2
train_data/29.png,3,3
train_data/30.png,0,3
train_data/31.png,2,3
train_data/32.png,10,2
train_data/33.png,6,1
train_data/34.png,7,1
train_data/35.png,2,3
train_data/36.png,3,3
train_data/37.png,9,2
train_data/38.png,3,2
train_data/39.png,9,2
train_data/40.png,2,2
train_data/41.png,6,1
train_data/42.png,5,3
train_data/43.png,2,2
train_data/44.png,0,2
train_data/45.png,8,2
train_data/46.png,10,2
train_data/47.png,3,3
train_data/48.png,3,2
train_data/49.png,9,3
train_data/50.png,7,2
train_data/51.png,2,2
train_data/52.png,10,2
train_data/53.png,3,2
train_data/54.png,3,1
train_data/55.png,9,3
train_data/56.png,3,1
train_data/57.png,8,3
train_data/58.png,7,2
train_data/59.png,8,3
train_data/60.png,8,2
train_data/61.png,10,3
train_data/62.png,9,2
train_data/63.png,8,3
train_data/64.png,3,1
train_data/65.png,9,2
train_data/66.png,4,3
train_data/67.png,8,3
train_data/68.png,4,3
train_data/69.png,2,1
train_data/70.png,9,2
train_data/71.png,8,3
train_data/72.png,6,1
train_data/73.png,7,1
train_data/74.png,8,1
train_data/75.png,7,3
train_data/76.png,9,3
train_data/77.png,5,1
train_data/78.png,8,2
train_data/79.png,4,1
train_data/80.png,5,1
train_data/81.png,7,2
train_data/82.png,6,1
train_data/83.png,0,3
train_data/84.png,1,2
train_data/85.png,2,3
train_data/86.png,3,1
train_data/87.png,4,1
train_data/88.png,2,3
train_data/89.png,9,2
train_data/90.png,1,3
train_data/91.png,4,2
train_data/92.png,8,3
train_data/93.png,0,2
train_data/94.png,6,2
train_data/95.png,6,1
train_data/96.png,7,3
train_data/97.png,1,1
train_data/98.png,5,2
train_data/99.png,3,3
train_data/100.png,7,2
train_data/101.png,1,1
train_data/102.png,1,2
train_data/103.png,9,1
train_data/104.png,6,1
train_data/105.png,5,1
train_data/106.png,8,1
train_data/107.png,9,3
train_data/108.png,1,2
train_data/109.png,5,2
train_data/110.png,2,1
train_data/111.png,10,1
train_data/112.png,4,1
train_data/113.png,6,1
train_data/114.png,4,1
train_data/115.png,6,1
train_data/116.png,6,1
train_data/117.png,2,3
train_data/118.png,3,3
train_data/119.png,3,2
train_data/120.png,8,1
train_data/121.png,5,2
train_data/122.png,4,1
train_data/123.png,5,1
train_data/124.png,5,2
train_data/125.png,5,2
train_data/126.png,0,3
train_data/127.png,4,3
train_data/128.png,4,2
train_data/129.png,0,3
train_data/130.png,3,2
train_data/131.png,2,1
train_data/132.png,0,2
train_data/133.png,3,2
train_data/134.png,4,3
train_data/135.png,9,3
train_data/136.png,2,3
train_data/137.png,2,2
train_data/138.png,8,2
train_data/139.png,1,2
train_data/140.png,10,1
train_data/141.png,10,1
train_data/142.png,7,2
train_data/143.png,4,2
train_data/144.png,3,2
train_data/145.png,4,1
train_data/146.png,0,2
train_data/147.png,1,1
train_data/148.png,8,3
train_data/149.png,3,3
train_data/150.png,3,2
train_data/151.png,7,3
train_data/152.png,5,1
train_data/153.png,6,2
train_data/154.png,2,1
train_data/155.png,3,2
train_data/156.png,2,3
train_data/157.png,8,1
train_data/158.png,6,2
train_data/159.png,3,2
train_data/160.png,7,2
train_data/161.png,3,2
train_data/162.png,9,1
train_data/163.png,3,2
train_data/164.png,2,3
train_data/165.png,6,3
train_data/166.png,10,1
train_data/167.png,10,2
train_data/168.png,5,1
train_data/169.png,8,2
train_data/170.png,2,1
train_data/171.png,8,1
train_data/172.png,5,2
train_data/173.png,4,3
train_data/174.png,2,3
train_data/175.png,3,3
train_data/176.png,10,3
train_data/177.png,6,2
train_data/178.png,1,2
train_data/179.png,5,2
train_data/180.png,3,2
train_data/181.png,2,3
train_data/182.png,4,3
train_data/183.png,7,2
train_data/184.png,7,2
train_data/185.png,6,1
train_data/186.png,5,1
train_data/187.png,5,1
train_data/188.png,5,3
train_data/189.png,10,3
train_data/190.png,4,3
train_data/191.png,4,2
train_data/192.png,1,3
train_data/193.png,2,2
train_data/194.png,2,1
train_data/195.png,4,2
train_data/196.png,9,3
train_data/197.png,1,2
train_data/198.png,5,3
train_data/199.png,5,3
train_data/200.png,4,1
train_data/201.png,7,1
train_data/202.png,4,1
train_data/203.png,1,3
train_data/204.png,1,1
train_data/205.png,3,1
train_data/206.png,8,2
train_data/207.png,10,1
train_data/208.png,0,3
train_data/209.png,6,1
train_data/210.png,2,3
train_data/211.png,2,3
train_data/212.png,1,1
train_data/213.png,4,1
train_data/214.png,9,2
train_data/215.png,3,2
train_data/216.png,8,1
train_data/217.png,10,2
train_data/218.png,4,2
train_data/219.png,3,1
train_data/220.png,10,3
train_data/221.png,9,1
train_data/222.png,9,2
train_data/223.png,2,2
train_data/224.png,8,1
train_data/225.png,5,1
train_data/226.png,5,1
train_data/227.png,10,1
train_data/228.png,8,3
train_data/229.png,3,1
train_data/230.png,4,2
train_data/231.png,5,2
train_data/232.png,10,2
train_data/233.png,2,3
train_data/234.png,1,3
train_data/235.png,5,3
train_data/236.png,5,3
train_data/237.png,7,2
train_data/238.png,5,2
train_data/239.png,1,3
train_data/240.png,1,1
train_data/241.png,7,3
train_data/242.png,1,2
train_data/243.png,10,1
train_data/244.png,9,1
train_data/245.png,6,3
train_data/246.png,7,3
train_data/247.png,7,2
train_data/248.png,4,1
train_data/249.png,3,3
train_data/250.png,9,2
train_data/251.png,0,2
train_data/252.png,2,3
train_data/253.png,6,1
train_data/254.png,9,1
train_data/255.png,1,1
train_data/256.png,9,3
train_data/257.png,1,1
train_data/258.png,6,1
train_data/259.png,7,3
train_data/260.png,4,3
train_data/261.png,1,3
train_data/262.png,10,2
train_data/263.png,1,1
train_data/264.png,8,1
train_data/265.png,2,3
train_data/266.png,1,2
train_data/267.png,0,2
train_data/268.png,7,1
train_data/269.png,8,1
train_data/270.png,9,3
train_data/271.png,3,2
train_data/272.png,5,2
train_data/273.png,4,1
train_data/274.png,8,1
train_data/275.png,2,3
train_data/276.png,4,2
train_data/277.png,9,3
train_data/278.png,8,2
train_data/279.png,6,2
train_data/280.png,1,1
train_data/281.png,1,1
train_data/282.png,6,2
train_data/283.png,4,3
train_data/284.png,8,2
train_data/285.png,5,1
train_data/286.png,2,3
train_data/287.png,9,2
train_data/288.png,9,2
train_data/289.png,6,3
train_data/290.png,3,2
train_data/291.png,0,2
train_data/292.png,9,1
train_data/293.png,3,1
train_data/294.png,9,3
train_data/295.png,5,1
train_data/296.png,8,2
train_data/297.png,10,2
train_data/298.png,0,2
train_data/299.png,2,1
train_data/300.png,5,3
train_data/301.png,1,1
train_data/302.png,6,3
train_data/303.png,6,3
train_data/304.png,5,2
train_data/305.png,9,2
train_data/306.png,7,3
train_data/307.png,9,3
train_data/308.png,10,1
train_data/309.png,5,3
train_data/310.png,7,1
train_data/311.png,4,3
train_data/312.png,0,3
train_data/313.png,10,1
train_data/314.png,9,1
train_data/315.png,8,1
train_data/316.png,9,3
train_data/317.png,4,2
train_data/318.png,6,1
train_data/319.png,2,1
train_data/320.png,3,1
train_data/321.png,8,1
train_data/322.png,10,3
train_data/323.png,4,3
train_data/324.png,4,2
train_data/325.png,7,2
train_data/326.png,7,1
train_data/327.png,9,3
train_data/328.png,4,2
train_data/329.png,1,1
train_data/330.png,3,1
train_data/331.png,4,3
train_data/332.png,8,1
train_data/333.png,5,3
train_data/334.png,10,1
train_data/335.png,10,1
train_data/336.png,10,1
train_data/337.png,4,3
train_data/338.png,10,2
train_data/339.png,6,1
train_data/340.png,2,1
train_data/341.png,3,1
train_data/342.png,7,3
train_data/343.png,6,3
train_data/344.png,8,1
train_data/345.png,2,3
train_data/346.png,3,2
train_data/347.png,6,2
train_data/348.png,6,3
train_data/349.png,7,3
train_data/350.png,6,2
train_data/351.png,4,3
train_data/352.png,8,3
train_data/353.png,7,3
train_data/354.png,3,3
train_data/355.png,10,1
train_data/356.png,8,3
train_data/357.png,6,3
train_data/358.png,5,2
train_data/359.png,8,2
train_data/360.png,6,1
train_data/361.png,9,3
train_data/362.png,7,2
train_data/363.png,9,2
train_data/364.png,2,3
train_data/365.png,6,1
train_data/366.png,2,2
train_data/367.png,2,2
train_data/368.png,2,2
train_data/369.png,6,3
train_data/370.png,1,2
train_data/371.png,2,1
train_data/372.png,7,1
train_data/373.png,3,1
train_data/374.png,6,3
train_data/375.png,4,2
train_data/376.png,10,1
train_data/377.png,1,1
train_data/378.png,1,1
train_data/379.png,2,1
train_data/380.png,9,3
train_data/381.png,4,1
train_data/382.png,6,1
train_data/383.png,1,3
train_data/384.png,6,1
train_data/385.png,4,2
train_data/386.png,4,3
train_data/387.png,3,2
train_data/388.png,3,2
train_data/389.png,3,1
train_data/390.png,3,3
train_data/391.png,5,3
train_data/392.png,3,1
train_data/393.png,2,3
train_data/394.png,6,1
train_data/395.png,2,2
train_data/396.png,3,3
train_data/397.png,1,3
train_data/398.png,3,2
train_data/399.png,4,2
train_data/400.png,0,2
train_data/401.png,8,3
train_data/402.png,7,3
train_data/403.png,6,3
train_data/404.png,10,2
train_data/405.png,10,2
train_data/406.png,8,1
train_data/407.png,5,3
train_data/408.png,6,3
train_data/409.png,6,2
train_data/410.png,5,1
train_data/411.png,8,2
train_data/412.png,2,3
train_data/413.png,3,2
train_data/414.png,7,3
train_data/415.png,3,1
train_data/416.png,4,3
train_data/417.png,9,1
train_data/418.png,9,1
train_data/419.png,5,1
train_data/420.png,2,1
train_data/421.png,2,1
train_data/422.png,8,1
train_data/423.png,10,1
train_data/424.png,5,1
train_data/425.png,6,2
train_data/426.png,4,1
train_data/427.png,9,2
train_data/428.png,4,1
train_data/429.png,10,2
train_data/430.png,5,1
train_data/431.png,6,3
train_data/432.png,0,2
train_data/433.png,6,3
train_data/434.png,6,3
train_data/435.png,1,2
train_data/436.png,2,3
train_data/437.png,6,3
train_data/438.png,9,1
train_data/439.png,7,1
train_data/440.png,10,3
train_data/441.png,9,3
train_data/442.png,8,2
train_data/443.png,9,3
train_data/444.png,2,2
train_data/445.png,2,3
train_data/446.png,2,2
train_data/447.png,9,1
train_data/448.png,2,3
train_data/449.png,5,2
train_data/450.png,4,1
train_data/451.png,10,3
train_data/452.png,3,3
train_data/453.png,7,1
train_data/454.png,5,2
train_data/455.png,5,3
train_data/456.png,1,2
train_data/457.png,4,1
train_data/458.png,10,2
train_data/459.png,10,3
train_data/460.png,5,1
train_data/461.png,2,3
train_data/462.png,1,2
train_data/463.png,1,2
train_data/464.png,3,1
train_data/465.png,9,1
train_data/466.png,1,1
train_data/467.png,2,3
train_data/468.png,5,2
train_data/469.png,8,2
train_data/470.png,6,1
train_data/471.png,1,2
train_data/472.png,7,1
train_data/473.png,2,2
train_data/474.png,10,2
train_data/475.png,3,1
train_data/476.png,7,1
train_data/477.png,2,1
train_data/478.png,5,2
train_data/479.png,10,3
train_data/480.png,4,1
train_data/481.png,8,3
train_data/482.png,10,3
train_data/483.png,4,1
train_data/484.png,7,2
train_data/485.png,3,2
train_data/486.png,4,2
train_data/487.png,5,3
train_data/488.png,5,3
train_data/489.png,8,1
train_data/490.png,5,3
train_data/491.png,2,3
train_data/492.png,2,2
train_data/493.png,9,3
train_data/494.png,8,1
train_data/495.png,5,2
train_data/496.png,5,3
train_data/497.png,8,2
train_data/498.png,1,3
train_data/499.png,2,2
train_data/500.png,3,2
train_data/501.png,9,3
train_data/502.png,2,2
train_data/503.png,0,2
train_data/504.png,1,3
train_data/505.png,1,3
train_data/506.png,7,2
train_data/507.png,8,3
train_data/508.png,9,1
train_data/509.png,3,2
train_data/510.png,2,3
train_data/511.png,9,3
train_data/512.png,8,1
train_data/513.png,2,1
train_data/514.png,7,3
train_data/515.png,8,3
train_data/516.png,2,3
train_data/517.png,9,3
train_data/518.png,3,1
train_data/519.png,10,2
train_data/520.png,9,2
train_data/521.png,6,1
train_data/522.png,6,1
train_data/523.png,8,2
train_data/524.png,7,1
train_data/525.png,9,1
train_data/526.png,1,1
train_data/527.png,7,3
train_data/528.png,7,2
train_data/529.png,6,3
train_data/530.png,7,1
train_data/531.png,5,1
train_data/532.png,6,3
train_data/533.png,2,1
train_data/534.png,8,1
train_data/535.png,8,3
train_data/536.png,6,3
train_data/537.png,5,1
train_data/538.png,0,3
train_data/539.png,5,2
train_data/540.png,5,2
train_data/541.png,2,1
train_data/542.png,6,1
train_data/543.png,2,3
train_data/544.png,2,2
train_data/545.png,3,1
train_data/546.png,4,2
train_data/547.png,3,1
train_data/548.png,8,3
train_data/549.png,2,1
train_data/550.png,8,1
train_data/551.png,5,2
train_data/552.png,2,3
train_data/553.png,2,2
train_data/554.png,4,3
train_data/555.png,4,1
train_data/556.png,6,2
train_data/557.png,0,2
train_data/558.png,3,1
train_data/559.png,7,1
train_data/560.png,9,1
train_data/561.png,8,3
train_data/562.png,4,2
train_data/563.png,7,1
train_data/564.png,5,3
train_data/565.png,5,3
train_data/566.png,10,1
train_data/567.png,8,2
train_data/568.png,7,2
train_data/569.png,9,1
train_data/570.png,9,2
train_data/571.png,2,2
train_data/572.png,8,2
train_data/573.png,3,1
train_data/574.png,7,3
train_data/575.png,4,3
train_data/576.png,7,3
train_data/577.png,6,3
train_data/578.png,5,2
train_data/579.png,7,2
train_data/580.png,7,2
train_data/581.png,6,3
train_data/582.png,9,2
train_data/583.png,3,1
train_data/584.png,7,3
train_data/585.png,1,2
train_data/586.png,6,2
train_data/587.png,2,2
train_data/588.png,5,3
train_data/589.png,1,3
train_data/590.png,5,2
train_data/591.png,9,1
train_data/592.png,7,1
train_data/593.png,3,2
train_data/594.png,7,2
train_data/595.png,5,3
train_data/596.png,2,2
train_data/597.png,5,1
train_data/598.png,1,3
train_data/599.png,5,2
train_data/600.png,5,2
train_data/601.png,6,2
train_data/602.png,1,1
train_data/603.png,8,3
train_data/604.png,6,3
train_data/605.png,5,3
train_data/606.png,3,2
train_data/607.png,3,3
train_data/608.png,3,2
train_data/609.png,3,1
train_data/610.png,4,2
train_data/611.png,6,1
train_data/612.png,10,1
train_data/613.png,4,3
train_data/614.png,1,1
train_data/615.png,3,1
train_data/616.png,6,2
train_data/617.png,8,1
train_data/618.png,6,2
train_data/619.png,3,2
train_data/620.png,9,3
train_data/621.png,6,2
train_data/622.png,4,2
train_data/623.png,3,1
train_data/624.png,1,1
train_data/625.png,10,1
train_data/626.png,1,1
train_data/627.png,2,1
train_data/628.png,7,3
train_data/629.png,2,3
train_data/630.png,4,1
train_data/631.png,7,1
train_data/632.png,3,1
train_data/633.png,8,3
train_data/634.png,4,3
train_data/635.png,9,2
train_data/636.png,3,3
train_data/637.png,10,3
train_data/638.png,6,1
train_data/639.png,9,2
train_data/640.png,10,1
train_data/641.png,10,3
train_data/642.png,1,1
train_data/643.png,10,3
train_data/644.png,6,1
train_data/645.png,6,2
train_data/646.png,5,2
train_data/647.png,5,3
train_data/648.png,8,1
train_data/649.png,5,2
train_data/650.png,10,2
train_data/651.png,2,1
train_data/652.png,5,3
train_data/653.png,1,2
train_data/654.png,6,2
train_data/655.png,1,2
train_data/656.png,9,2
train_data/657.png,2,2
train_data/658.png,4,1
train_data/659.png,10,1
train_data/660.png,7,2
train_data/661.png,4,3
train_data/662.png,1,3
train_data/663.png,1,1
train_data/664.png,6,2
train_data/665.png,3,1
train_data/666.png,3,3
train_data/667.png,0,2
train_data/668.png,6,2
train_data/669.png,7,1
train_data/670.png,6,1
train_data/671.png,3,2
train_data/672.png,2,1
train_data/673.png,7,1
train_data/674.png,2,2
train_data/675.png,5,3
train_data/676.png,7,2
train_data/677.png,1,1
train_data/678.png,9,1
train_data/679.png,4,3
train_data/680.png,4,1
train_data/681.png,10,2
train_data/682.png,9,3
train_data/683.png,4,3
train_data/684.png,7,2
train_data/685.png,4,2
train_data/686.png,6,3
train_data/687.png,4,2
train_data/688.png,9,1
train_data/689.png,1,2
train_data/690.png,9,1
train_data/691.png,0,3
train_data/692.png,4,2
train_data/693.png,6,3
train_data/694.png,9,2
train_data/695.png,5,1
train_data/696.png,7,1
train_data/697.png,3,1
train_data/698.png,2,1
train_data/699.png,1,2
train_data/700.png,7,2
train_data/701.png,5,2
train_data/702.png,5,2
train_data/703.png,6,1
train_data/704.png,6,1
train_data/705.png,8,1
train_data/706.png,3,3
train_data/707.png,6,1
train_data/708.png,9,3
train_data/709.png,6,2
train_data/710.png,9,2
train_data/711.png,5,1
train_data/712.png,8,1
train_data/713.png,1,2
train_data/714.png,9,3
train_data/715.png,2,1
train_data/716.png,2,2
train_data/717.png,2,1
train_data/718.png,3,3
train_data/719.png,5,3
train_data/720.png,3,3
train_data/721.png,6,1
train_data/722.png,9,3
train_data/723.png,1,2
train_data/724.png,2,3
train_data/725.png,8,2
train_data/726.png,1,2
train_data/727.png,9,2
train_data/728.png,7,3
train_data/729.png,9,2
train_data/730.png,7,2
train_data/731.png,8,3
train_data/732.png,7,3
train_data/733.png,2,2
train_data/734.png,5,2
train_data/735.png,5,3
train_data/736.png,10,1
train_data/737.png,8,1
train_data/738.png,0,3
train_data/739.png,6,1
train_data/740.png,3,3
train_data/741.png,9,1
train_data/742.png,5,1
train_data/743.png,10,1
train_data/744.png,2,1
train_data/745.png,2,1
train_data/746.png,8,2
train_data/747.png,4,3
train_data/748.png,7,3
train_data/749.png,1,3
train_data/750.png,3,3
train_data/751.png,7,3
train_data/752.png,1,1
train_data/753.png,8,1
train_data/754.png,10,3
train_data/755.png,6,1
train_data/756.png,3,3
train_data/757.png,4,2
train_data/758.png,9,1
train_data/759.png,6,1
train_data/760.png,1,2
train_data/761.png,9,1
train_data/762.png,4,1
train_data/763.png,8,3
train_data/764.png,1,3
train_data/765.png,7,1
train_data/766.png,4,1
train_data/767.png,4,1
train_data/768.png,5,3
train_data/769.png,8,2
train_data/770.png,5,1
train_data/771.png,2,3
train_data/772.png,5,2
train_data/773.png,9,3
train_data/774.png,2,3
train_data/775.png,6,2
train_data/776.png,0,2
train_data/777.png,9,1
train_data/778.png,2,1
train_data/779.png,8,2
train_data/780.png,9,3
train_data/781.png,6,1
train_data/782.png,8,1
train_data/783.png,9,3
train_data/784.png,10,1
train_data/785.png,6,1
train_data/786.png,4,2
train_data/787.png,3,3
train_data/788.png,1,2
train_data/789.png,3,3
train_data/790.png,10,1
train_data/791.png,4,1
train_data/792.png,4,2
train_data/793.png,6,2
train_data/794.png,4,1
train_data/795.png,10,3
train_data/796.png,2,3
train_data/797.png,5,1
train_data/798.png,6,2
train_data/799.png,2,1
train_data/800.png,5,1
train_data/801.png,6,2
train_data/802.png,7,1
train_data/803.png,7,1
train_data/804.png,6,1
train_data/805.png,10,1
train_data/806.png,4,1
train_data/807.png,0,3
train_data/808.png,4,1
train_data/809.png,4,1
train_data/810.png,2,3
train_data/811.png,2,3
train_data/812.png,1,1
train_data/813.png,10,2
train_data/814.png,1,1
train_data/815.png,7,3
train_data/816.png,4,2
train_data/817.png,7,3
train_data/818.png,9,3
train_data/819.png,9,2
train_data/820.png,2,1
train_data/821.png,6,2
train_data/822.png,3,2
train_data/823.png,6,1
train_data/824.png,8,3
train_data/825.png,4,2
train_data/826.png,8,1
train_data/827.png,1,1
train_data/828.png,2,2
train_data/829.png,7,2
train_data/830.png,1,1
train_data/831.png,10,3
train_data/832.png,1,3
train_data/833.png,4,3
train_data/834.png,9,3
train_data/835.png,2,2
train_data/836.png,1,1
train_data/837.png,6,3
train_data/838.png,3,3
train_data/839.png,4,1
train_data/840.png,7,3
train_data/841.png,2,2
train_data/842.png,4,2
train_data/843.png,7,3
train_data/844.png,3,2
train_data/845.png,6,3
train_data/846.png,2,3
train_data/847.png,7,3
train_data/848.png,1,1
train_data/849.png,10,2
train_data/850.png,9,2
train_data/851.png,1,1
train_data/852.png,3,3
train_data/853.png,3,1
train_data/854.png,9,1
train_data/855.png,2,3
train_data/856.png,6,1
train_data/857.png,4,2
train_data/858.png,1,1
train_data/859.png,2,2
train_data/860.png,10,1
train_data/861.png,2,2
train_data/862.png,8,1
train_data/863.png,8,2
train_data/864.png,5,2
train_data/865.png,8,1
train_data/866.png,10,1
train_data/867.png,4,2
train_data/868.png,1,3
train_data/869.png,9,2
train_data/870.png,1,1
train_data/871.png,7,2
train_data/872.png,3,3
train_data/873.png,9,3
train_data/874.png,5,3
train_data/875.png,5,3
train_data/876.png,4,3
train_data/877.png,4,1
train_data/878.png,8,3
train_data/879.png,0,3
train_data/880.png,6,1
train_data/881.png,1,3
train_data/882.png,9,1
train_data/883.png,7,1
train_data/884.png,3,2
train_data/885.png,9,1
train_data/886.png,8,1
train_data/887.png,0,3
train_data/888.png,1,3
train_data/889.png,2,3
train_data/890.png,10,1
train_data/891.png,9,2
train_data/892.png,3,1
train_data/893.png,7,2
train_data/894.png,6,1
train_data/895.png,8,1
train_data/896.png,1,3
train_data/897.png,8,3
train_data/898.png,8,1
train_data/899.png,2,3
train_data/900.png,3,1
train_data/901.png,2,3
train_data/902.png,8,2
train_data/903.png,7,3
train_data/904.png,6,3
train_data/905.png,1,3
train_data/906.png,5,1
train_data/907.png,7,2
train_data/908.png,7,3
train_data/909.png,5,1
train_data/910.png,2,2
train_data/911.png,2,3
train_data/912.png,7,3
train_data/913.png,10,2
train_data/914.png,10,1
train_data/915.png,5,2
train_data/916.png,4,2
train_data/917.png,3,1
train_data/918.png,7,1
train_data/919.png,2,2
train_data/920.png,8,3
train_data/921.png,6,1
train_data/922.png,5,3
train_data/923.png,10,1
train_data/924.png,7,3
train_data/925.png,10,2
train_data/926.png,5,1
train_data/927.png,2,2
train_data/928.png,8,3
train_data/929.png,1,2
train_data/930.png,4,1
train_data/931.png,7,2
train_data/932.png,8,1
train_data/933.png,0,3
train_data/934.png,8,2
train_data/935.png,9,2
train_data/936.png,7,1
train_data/937.png,8,2
train_data/938.png,5,3
train_data/939.png,9,2
train_data/940.png,6,1
train_data/941.png,5,2
train_data/942.png,5,3
train_data/943.png,4,1
train_data/944.png,4,2
train_data/945.png,3,3
train_data/946.png,7,2
train_data/947.png,0,3
train_data/948.png,3,3
train_data/949.png,1,3
train_data/950.png,7,1
train_data/951.png,2,3
train_data/952.png,2,1
train_data/953.png,4,1
train_data/954.png,9,3
train_data/955.png,7,1
train_data/956.png,10,1
train_data/957.png,2,1
train_data/958.png,6,1
train_data/959.png,8,3
train_data/960.png,9,1
train_data/961.png,4,1
train_data/962.png,8,3
train_data/963.png,6,1
train_data/964.png,10,2
train_data/965.png,1,2
train_data/966.png,7,1
train_data/967.png,8,1
train_data/968.png,2,3
train_data/969.png,7,1
train_data/970.png,1,2
train_data/971.png,9,1
train_data/972.png,2,2
train_data/973.png,3,2
train_data/974.png,2,3
train_data/975.png,5,3
train_data/976.png,1,2
train_data/977.png,7,1
train_data/978.png,3,3
train_data/979.png,9,1
train_data/980.png,6,3
train_data/981.png,3,2
train_data/982.png,1,1
train_data/983.png,4,3
train_data/984.png,1,3
train_data/985.png,8,2
train_data/986.png,7,1
train_data/987.png,0,2
train_data/988.png,10,1
train_data/989.png,7,3
train_data/990.png,10,1
train_data/991.png,2,1
train_data/992.png,5,1
train_data/993.png,6,2
train_data/994.png,3,2
train_data/995.png,1,2
train_data/996.png,8,1
train_data/997.png,5,1
train_data/998.png,1,2
train_data/999.png,6,3
train_data/1000.png,7,1
train_data/1001.png,7,1
train_data/1002.png,8,1
train_data/1003.png,5,3
train_data/1004.png,8,3
train_data/1005.png,10,1
train_data/1006.png,6,3
train_data/1007.png,10,2
train_data/1008.png,3,3
train_data/1009.png,8,2
train_data/1010.png,5,1
train_data/1011.png,6,1
train_data/1012.png,2,3
train_data/1013.png,9,2
train_data/1014.png,1,1
train_data/1015.png,10,1
train_data/1016.png,9,3
train_data/1017.png,3,1
train_data/1018.png,6,1
train_data/1019.png,4,3
train_data/1020.png,9,3
train_data/1021.png,10,1
train_data/1022.png,3,2
train_data/1023.png,0,3
train_data/1024.png,6,1
train_data/1025.png,10,3
train_data/1026.png,8,2
train_data/1027.png,5,2
train_data/1028.png,9,2
train_data/1029.png,1,1
